Codice;Nome pozzo;Anno;Scopo;Esito;Prof;Tipo titolo;Nome titolo ;Operatore;Provincia/ Zona;Terra/ Mare;Latitudine;Longitudine;Profilo;Disp;Pdf
3775;MINERBIO 082 DIR;1990;T;GA;1250;M;MINERBIO;AGIP;BO;T;44°36'56,00'';00°57'17,00'' W;2869;Sì;No
3776;MINERBIO 083 DIR;1990;T;GA;1249;M;MINERBIO;AGIP;BO;T;44°36'56,00'';00°57'17,00'' W;2867;Sì;No
3777;MINERBIO 084 DIR;1990;T;GA;1259;M;MINERBIO;AGIP;BO;T;44°36'56,00'';00°57'17,00'' W;2867;Sì;No
3801;MODIGLIANA 001;1990;E;NP;5057;R;MARRADI;LASMO;FO;T;44°08'16,75'';00°43'08,89'' W;2766;Sì;Sì
3964;MONTECOSARO 002 DIR;1990;E;GA;1148;M;PORTO CIVITANOVA;SPI;MC;T;43°18'09,50'';01°12'08,90'' E;2758;No;No
4005;MONTESANTO 001;1990;E;NP;3350;R;TORRENTE SANNORO;LASMO;FG;T;41°22'48,90'';02°49'12,70'' E;2768;Sì;Sì
4057;MORCONE 001 BIS APP;1990;P;NP;4198;M;S. MARCO DEI CAVOTI;AGIP;BN;T;41°18'54,00'';02°09'44,00'' E;2679;Sì;Sì
4121;NICOLETTA 001;1990;E;GA;1385;M;A.C 16.AG;AGIP;ZA;M;45°00'21,19'';12°59'33,68'';2810;No;No
4225;PAESE 001 DIR;1990;E;NP;2599;R;FIUME PIAVE;AGIP;TV;T;45°40'34,00'';00°19'49,00'' W;2852;Sì;Sì
4231;PALAZZO MAIANTI 001;1990;E;NP;1430;M;TRESIGALLO;AGIP;FE;T;44°49'57,50'';00°35'52,30'' W;2834;Sì;No
4232;PALAZZO MAIANTI 001 DIR A;1990;E;NP;1822;M;TRESIGALLO;AGIP;FE;T;44°49'57,50'';00°35'52,30'' W;2834;Sì;No
4262;PALINO 025 DIR;1990;S;GA;1634;M;CANDELA;AGIP;FG;T;41°09'23,50'';03°05'45,48'' E;2754;No;No
4263;PALINO 026 DIR;1990;S;GA;1677;M;CANDELA;AGIP;FG;T;41°09'23,50'';03°05'45,48'' E;2754;No;No
4599;PONTE DIRILLO 12A;1990;S;OL;3385;R;GELA;AGIP;CL;T;37°03'35,00'';01°54'20,00'' E;0;No;No
4843;PORTOCANNONE 032;1990;S;GA;353;M;COLLE DI LAURO;SELM;CB;T;41°53'17,00'';02°27'45,00'' E;2715;No;No
4865;PREZIOSO 009 DIR;1990;S;OL;5169;M;C.C 3.AG;AGIP;ZC;M;37°00'31,05'';14°02'42,30'';2793;No;No
4867;PREZIOSO 011 DIR;1990;S;OL;5022;M;C.C 3.AG;AGIP;ZC;M;37°00'31,05'';14°02'42,30'';2759;No;No
4899;RAFFAELLA 002;1990;E;GA;1955;R;A.R 70.AG;AGIP;ZA;M;44°48'19,90'';12°50'51,60'';2851;Sì;Sì
5106;REGGENTE 014;1990;S;GA;1777;M;REGGENTE;PETREX;FG;T;41°25'55,50'';02°54'03,00'' E;2778;No;No
5319;RIPI 065;1990;A;OL;697;M;STRANGOLAGALLI;PENTEX;FR;T;41°35'23,00'';00°59'22,00'' E;0;No;No
5368;RONCITELLI 001 DIR;1990;E;NP;1601;R;MONTERADO;ITALREX;AN;T;43°41'43,81'';00°41'51,86'' E;2741;Sì;Sì
5373;ROSANNA 002;1990;E;GA;1886;M;A.C 14.AS;AGIP;ZA;M;44°52'47,82'';12°51'31,88'';2854;No;No
5412;ROSPO MARE 026;1990;A;NP;1540;M;B.C 8.LF;ELF;ZB;M;42°14'27,64'';14°56'22,79'';2744;No;No
5408;ROSPO MARE 223 DIR;1990;S;OL;1376;M;B.C 8.LF;ELF;ZB;M;42°12'44,69'';14°56'47,55'';2738;No;No
5409;ROSPO MARE 224 DIR;1990;S;OL;1388;M;B.C 8.LF;ELF;ZB;M;42°12'44,79'';14°56'47,72'';2745;No;No
5410;ROSPO MARE 225 DIR;1990;S;OL;1383;M;B.C 8.LF;ELF;ZB;M;42°12'44,77'';14°56'47,83'';2784;No;No
5411;ROSPO MARE 227 DIR;1990;S;OL;1390;M;B.C 8.LF;ELF;ZB;M;42°12'44,66'';14°56'47,64'';2785;No;No
5486;RUSTICO 001;1990;E;GA;1402;R;RUSTICO;AGIP;AN;T;43°31'42,20'';00°53'04,40'' E;2836;No;No
5647;S.MARCO 001;1990;E;GA;2790;R;MONTERUBBIANO;SELM;AP;T;43°12'25,00'';01°15'39,00'' E;2798;No;No
5745;S.SALVATORE 001;1990;E;NP;1945;R;S. SALVATORE;FINA;PE;T;42°24'27,60'';01°38'16,00'' E;2791;Sì;Sì
5836;S.STEFANO MARE 007 DIR;1990;S;GA;1620;M;B.C 1.LF;ELF;ZB;M;42°13'07,00'';14°36'39,00'';2711;No;No
6152;SETTALA 015 DIR;1990;T;GA;1270;M;SETTALA;AGIP;MI;T;45°27'05,70'';03°02'56,50'' W;2812;No;No
6153;SETTALA 016 DIR;1990;T;GA;1276;M;SETTALA;AGIP;MI;T;45°27'05,70'';03°02'56,00'' W;2812;No;No
6154;SETTALA 017 DIR;1990;T;GA;1278;M;SETTALA;AGIP;MI;T;45°27'05,70'';03°02'56,50'' W;2813;No;No
6155;SETTALA 018 DIR;1990;T;GA;1290;M;SETTALA;AGIP;MI;T;45°27'05,70'';03°02'56,50'' W;2813;No;No
6156;SETTALA 019 DIR;1990;T;GA;1283;M;SETTALA;AGIP;MI;T;45°27'05,70'';03°02'56,50'' W;2814;No;No
6186;SINARCA 003 DIR;1990;S;GA;1498;M;MAFALDA;PETREX;CB;T;41°55'54,00'';02°22'01,00'' E;2779;No;No
6412;TORRENTE CELONE 001;1990;E;GA;1196;R;FOGGIA;FIAT-RIMI;FG;T;41°27'56,02'';03°00'27,87'' E;2688;No;No
6574;TRECATE 003;1990;S;IS;4742;M;VILLAFORTUNA-TRECATE;AGIP;MI;T;45°27'34,00'';03°38'46,00'' W;2728;No;No
6576;TRECATE 005 DIR;1990;S;OL;5756;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°28'11,50'';03°41'25,00'' W;2776;No;No
6580;TRECATE 009;1990;S;NP;6243;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°26'44,00'';03°42'16,00'' W;2835;No;No
6582;TRECATE 010;1990;S;OL;6569;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°27'36,00'';03°40'44,00'' W;2797;No;No
6583;TRECATE 012;1990;S;OL;6255;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°26'53,00'';03°40'34,00'' W;2817;No;No
6600;TRECATE 9ST;1990;S;OL;6096;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°26'44,00'';03°42'16,00'' W;2835;No;No
6601;TRECATE A;1990;I;NP;2502;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°28'25,00'';03°42'28,00'' W;2731;No;No
6602;TRECATE B;1990;I;NP;2061;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°26'50,00'';03°40'33,50'' W;2826;No;No
6643;TRIBBIO 001;1990;E;NP;2288;M;PORTO CIVITANOVA;SPI;AP;T;43°14'47,70'';01°15'04,40'' E;2816;No;No
6713;VALLE TORTA 001 DIR;1990;E;NP;3917;R;CALTAGIRONE;SARCIS;CL;T;37°02'05,00'';01°53'26,00'' E;0;Sì;No
6768;VALLESINA 001;1990;E;NP;2700;M;POMPOSA;AGIP;FE;T;44°48'34,50'';00°16'45,00'' W;2853;No;No
6824;VEGA 5LD;1990;S;OL;2548;M;C.C 6.EO;SELM;ZC;M;36°32'21,00'';14°37'39,00'';2748;No;No
6885;VILLA TORRE 002;1990;E;NP;1836;R;MORRO D'ORO;FIAT-RIMI;TE;T;42°40'22,72'';01°24'18,72'' E;0;Sì;No
61;AGOSTINO 026 X;1989;A;NP;4524;M;A.C 3.AS;AGIP;ZA;M;44°31'56,08'';12°29'29,11'';2806;No;No
184;AMELIA 015;1989;A;GA;4830;M;A.C 2.AS;AGIP;ZA;M;44°24'43,27'';12°39'01,07'';2762;No;No
416;ASCOLI SATRIANO 010 DIR;1989;A;NP;1647;M;CANDELA;AGIP;FG;T;41°12'34,50'';03°02'46,50'' E;2751;No;No
431;ATTILA 001;1989;E;GA;1574;R;A.R 72.PI;SPI;ZA;M;45°07'05,00'';12°46'33,00'';2706;No;No
453;AZZURRA 001;1989;E;GA;2059;R;A.R 76.RI;SORI;ZA;M;44°34'19,56'';12°35'22,96'';2822;Sì;Sì
577;BARBARA 056 DIR;1989;S;NP;1481;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2787;No;No
578;BARBARA 056 DIR A;1989;S;GA;1256;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2787;No;No
580;BARBARA 057 DIR;1989;S;GA;1374;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2788;No;No
582;BARBARA 058 DIR;1989;S;GA;1299;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2788;No;No
584;BARBARA 059 DIR;1989;S;GA;1246;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2789;No;No
586;BARBARA 060 DIR;1989;S;GA;1282;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2789;No;No
587;BARBARA 061 DIR;1989;S;GA;1250;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2790;No;No
588;BARBARA 062 DIR;1989;S;GA;1305;M;A.C 7.AS;AGIP;ZA;M;44°02'58,33'';13°49'02,10'';2790;No;No
1048;CALDAROSA 001 DIR A;1989;A;OL;4645;R;VIGGIANO;AGIP;PZ;T;40°24'29,00'';03°27'20,00'' E;2486;No;No
1052;CALDERASI 002 DIR;1989;E;GA;1117;R;CALDERASI;FIAT-RIMI;MT;T;40°44'09,15'';03°44'06,04'' E;2665;No;No
1080;CAMERANO 001;1989;S;NP;902;M;CAMERANO;FINA;AN;T;43°31'39,00'';01°04'51,00'' E;2764;Sì;Sì
1081;CAMERANO 001 A;1989;S;GA;502;M;CAMERANO;FINA;AN;T;43°31'39,00'';01°04'51,00'' E;2764;Sì;Sì
1116;CANALOTTI 001 DIR;1989;E;OL;3950;R;GELA;AGIP;CL;T;37°10'18,20'';01°51'33,78'' E;0;No;No
1276;CASANOVA STAFFORA 001;1989;E;IS;2050;R;CALDIROLA;AGIP;PV;T;44°45'51,00'';03°12'58,00'' W;2677;Sì;Sì
1748;CIGNONE 004 DIR;1989;S;GA;2006;M;CIGNONE;AGIP;CR;T;45°16'32,00'';02°28'17,00'' W;2659;No;No
1749;CIGNONE 005 DIR;1989;S;IG;1988;M;CIGNONE;AGIP;CR;T;45°16'32,00'';02°28'17,00'' W;2660;No;No
1750;CIGNONE 005 DIR A;1989;S;GA;1974;M;CIGNONE;AGIP;CR;T;45°16'32,00'';02°28'17,00'' W;2660;No;No
1780;CITTA' S.ANGELO 001;1989;E;NP;661;R;PINETO;FINA;PE;T;42°32'25,00'';01°37'52,00'' E;2694;Sì;Sì
2479;ERMIONE 001;1989;E;NP;2841;M;G.R 3.AS;AGIP;ZG;M;37°41'38,43'';11°31'31,28'';2653;Sì;Sì
2576;FIORELLA 001;1989;E;GA;1613;R;B.R195.AG;AGIP;ZB;M;43°31'09,00'';14°07'11,40'';2652;Sì;Sì
2619;FONTE DELL'OLMO 001 DIR;1989;E;GA;1225;R;ROSETO DEGLI ABRUZZI;FINA;TE;T;42°39'24,70'';01°33'50,70'' E;2763;Sì;Sì
2798;GALLIATE 001;1989;E;NP;6704;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°29'30,50'';03°45'27,00'' W;2658;No;No
2935;GELA 104 DIR;1989;S;OL;3328;R;GELA;AGIP;CL;T;37°04'18,70'';01°50'26,10'' E;0;No;No
2936;GELA 105 DIR;1989;S;OL;3590;R;GELA;AGIP;CL;T;37°04'18,70'';01°50'26,10'' E;0;No;No
2969;GIAURONE 003 DIR;1989;S;OL;3731;M;GIAURONE;SARCIS;CL;T;37°08'35,40'';01°51'59,00'' E;0;No;No
3018;GIUDITTA 001;1989;E;GA;1275;R;A.R 69.AG;AGIP;ZA;M;45°15'01,03'';12°45'09,11'';2824;No;No
3210;LAIATICO 001;1989;E;NP;2070;R;VOLTERRA;AGIP;PI;T;43°28'32,00'';01°42'21,00'' W;2771;Sì;Sì
3470;MALVERNO 001;1989;E;NP;1398;M;SAN BASILE;PETREX;CH;T;42°14'12,60'';01°50'31,00'' E;2777;No;No
3583;MASSERIA NORANTE 001;1989;E;NP;1204;R;CAMPOMARINO;FIAT-RIMI;CB;T;41°56'12,16'';02°34'33,69'' E;2687;Sì;Sì
3806;MOLINARA NORD 001;1989;E;NP;5400;R;BASELICE;FINA;BN;T;41°19'53,70'';02°26'31,40'' E;2619;Sì;Sì
3896;MONTE CIVITELLO 001;1989;E;NP;5600;R;CITTA' DI CASTELLO;AGIP;PG;T;43°22'53,00'';00°01'56,50'' W;2818;Sì;Sì
4056;MORCONE 001 BIS;1989;E;IS;2996;M;S. MARCO DEI CAVOTI;AGIP;BN;T;41°18'54,00'';02°09'44,00'' E;2679;Sì;Sì
4068;MORMORA MARE 004 DIR;1989;S;GA;2058;M;B.C 7.LF;ELF;ZB;M;43°15'59,30'';13°50'38,50'';2689;No;No
4076;MURADOLO 001;1989;E;NP;2649;C;MURADOLO;AGIP;PC;T;45°02'37,00'';02°37'05,50'' W;2719;Sì;Sì
4085;MUZZA 002;1989;A;IG;2103;M;RECOVATO;AGIP;MO;T;44°37'13,04'';01°21'56,20'' W;2645;No;No
4261;PALINO 024 DIR A;1989;S;GA;1645;M;CANDELA;AGIP;FG;T;41°11'39,50'';03°05'37,00'' E;2755;No;No
4264;PALINO 027;1989;S;GA;1610;M;CANDELA;AGIP;FG;T;41°09'22,64'';03°05'45,48'' E;2749;No;No
4265;PALINO 035;1989;S;GA;1665;M;CANDELA;AGIP;FG;T;41°08'24,74'';03°06'12,46'' E;2750;No;No
4308;PATERNO 001;1989;E;NP;3200;R;FONTE RASTELLO;ELF;MC;T;43°10'46,13'';00°51'53,55'' E;2636;Sì;Sì
4550;POGGIOFIORITO 001 BIS;1989;E;GA;1107;M;FILETTO;AGIP;CH;T;42°14'40,50'';01°46'21,00'' E;2743;No;No
4597;PONTE DIRILLO 012;1989;S;NP;3260;R;GELA;AGIP;CL;T;37°03'35,00'';01°54'20,00'' E;0;No;No
4598;PONTE DIRILLO 013;1989;S;OL;3345;R;GELA;AGIP;CL;T;37°03'35,00'';01°54'20,00'' E;0;No;No
4612;PONTIROLO 001;1989;E;NP;6500;M;CANONICA;AGIP;BG;T;45°33'38,50'';02°53'39,30'' W;2638;No;No
4738;PORTO CORSINI MARE OVEST 022 DIR;1989;S;GA;3867;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2831;No;No
4741;PORTO CORSINI MARE OVEST 025 DIR;1989;S;GA;3082;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2833;No;No
4743;PORTO CORSINI MARE OVEST 026 DIR;1989;S;GA;4237;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2838;No;No
4744;PORTO CORSINI MARE OVEST 027 DIR;1989;S;GA;3088;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2838;No;No
4745;PORTO CORSINI MARE OVEST 028 DIR;1989;S;GA;4143;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2840;No;No
4746;PORTO CORSINI MARE OVEST 029 DIR;1989;S;GA;3091;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2840;No;No
4747;PORTO CORSINI MARE OVEST 030 DIR;1989;S;GA;3388;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2841;No;No
4748;PORTO CORSINI MARE OVEST 031 DIR;1989;S;GA;3087;M;A.C 26.EA;AGIP;ZA;M;44°30'29,91'';12°22'22,84'';2841;No;No
4755;PORTO D'ASCOLI 001;1989;E;NP;2160;M;S. BENEDETTO DEL TRONTO;AGIP;AP;T;42°54'13,50'';01°25'36,00'' E;2676;No;No
4841;PORTOCANNONE 030 DIR;1989;S;GA;883;M;COLLE DI LAURO;SELM;CB;T;41°53'17,83'';02°27'44,18'' E;2714;No;No
4860;PREZIOSO 006 DIR;1989;S;OL;5150;M;C.C 3.AG;AGIP;ZC;M;37°00'31,05'';14°02'42,30'';2747;No;No
4862;PREZIOSO 007 DIR;1989;S;NP;5015;M;C.C 3.AG;AGIP;ZC;M;37°00'31,05'';14°02'42,30'';2730;No;No
4863;PREZIOSO 007 DIR A;1989;S;OL;5137;M;C.C 3.AG;AGIP;ZC;M;37°00'31,05'';14°02'42,30'';2730;No;No
4869;PREZIOSO EST 001;1989;A;NP;5171;M;C.C 3.AG;AGIP;ZC;M;37°00'31,14'';14°03'59,95'';2727;No;No
4898;RAFFAELLA 001;1989;E;GA;1895;M;A.C 15.AX;AGIP;ZA;M;44°49'39,69'';12°50'18,84'';2850;No;No
5057;RAVENNA 052 DIR;1989;S;GA;2075;M;RAVENNA TERRA;AGIP;RA;T;44°27'53,50'';00°16'37,50'' W;2729;No;No
5105;REGGENTE 011;1989;S;GA;1275;M;REGGENTE;PETREX;FG;T;41°25'17,28'';02°54'30,64'' E;2699;No;No
5247;RIPALTA 055 DIR;1989;T;GA;1556;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2690;Sì;No
5248;RIPALTA 056 DIR;1989;T;GA;1560;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2690;Sì;No
5249;RIPALTA 057 DIR;1989;T;GA;1555;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2691;Sì;No
5250;RIPALTA 058 DIR;1989;T;GA;1552;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2691;Sì;No
5251;RIPALTA 059 DIR;1989;T;GA;1557;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2692;Sì;No
5252;RIPALTA 060 DIR;1989;T;GA;1556;R;RIPALTA;AGIP;CR;T;45°18'35,90'';02°44'40,20'' W;2692;Sì;No
5422;ROSPO MARE 104;1989;P;OL;1535;M;B.C 8.LF;ELF;ZB;M;42°12'10,80'';14°58'10,10'';2736;No;No
5424;ROSPO MARE 116 DIR;1989;S;OL;1372;M;B.C 8.LF;ELF;ZB;M;42°12'10,84'';14°58'10,85'';2651;No;No
5425;ROSPO MARE 117 DIR;1989;S;OL;1384;M;B.C 8.LF;ELF;ZB;M;42°12'10,89'';14°58'11,10'';2662;No;No
5426;ROSPO MARE 118 DIR;1989;S;OL;1377;M;B.C 8.LF;ELF;ZB;M;42°12'10,76'';14°58'10,87'';2663;No;No
5427;ROSPO MARE 119 DIR;1989;S;OL;1394;M;B.C 8.LF;ELF;ZB;M;42°12'10,77'';14°58'10,94'';2703;No;No
5428;ROSPO MARE 120 DIR;1989;S;OL;1359;M;B.C 8.LF;ELF;ZB;M;42°12'10,09'';14°58'11,05'';2737;No;No
5406;ROSPO MARE 221 DIR;1989;S;OL;1386;M;B.C 8.LF;ELF;ZB;M;42°12'44,65'';14°56'47,12'';2781;No;No
5407;ROSPO MARE 222 DIR;1989;S;OL;1393;M;B.C 8.LF;ELF;ZB;M;42°12'44,68'';14°56'47,34'';2738;No;No
5510;S.ATTO 001 DIR;1989;E;GA;1005;M;S. MAURO;FINA;TE;T;42°42'27,70'';01°22'00,00'' E;2792;No;No
6045;SELVA PIANA 001;1989;E;NP;3400;R;CASTEL DEL GIUDICE;SORI;CH;T;41°52'14,00'';01°54'30,50'' E;2704;Sì;Sì
6318;TAURASI 001;1989;E;NP;3476;R;FONTANAROSA;SORI;AV;T;41°00'13,50'';02°30'16,50'' E;2712;Sì;Sì
6328;TEMPA DEL VENTO 001;1989;E;NP;4897;R;CALVERA;SORI;PZ;T;40°18'55,00'';03°34'43,00'' E;2732;Sì;Sì
6331;TEMPA ROSSA 001 DIR;1989;E;OL;4956;R;LAURENZANA;FINA;PZ;T;40°25'14,74'';03°36'49,69'' E;2695;No;No
6411;TORRENTE CALDANA 001;1989;E;NP;1918;R;ALBIDONA;FIAT-RIMI;CS;T;39°48'21,60'';03°59'58,90'' E;2603;Sì;Sì
6429;TORRENTE MORO 001 DIR;1989;E;NP;1409;R;TORRENTE MORO;FIAT-RIMI;CH;T;42°14'53,83'';01°54'42,54'' E;2682;Sì;Sì
6565;TRAVETTORE 001;1989;E;NP;2251;R;MAROSTICA;PETREX;VI;T;45°43'32,00'';00°43'51,00'' W;2633;Sì;Sì
6575;TRECATE 004;1989;E;OL;6282;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°27'46,50'';03°42'27,00'' W;2702;No;No
6682;ULISSE 001;1989;E;NP;4681;R;C.R100.HO;LASMO;ZC;M;36°22'50,02'';14°50'00,45'';2654;Sì;Sì
6816;VEGA 018 LD;1989;S;OL;2621;M;C.C 6.EO;SELM;ZC;M;36°32'21,00'';14°37'39,00'';2748;No;No
6820;VEGA 021 DIR;1989;S;OL;2623;M;C.C 6.EO;SELM;ZC;M;36°32'21,00'';14°37'39,00'';2664;No;No
6822;VEGA 023 DIR;1989;S;OL;2564;M;C.C 6.EO;SELM;ZC;M;36°32'21,00'';14°37'39,00'';2721;No;No
6900;VILLAFORTUNA 005;1989;A;NP;6539;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°29'56,00'';03°43'23,00'' W;2713;No;No
26;ADRIANA 001;1988;E;NP;3008;M;A.R 65.SE;PETROMARINE;ZA;M;44°30'11,00'';12°56'39,00'';2639;Sì;Sì
238;ANEMONE 005 DIR;1988;S;NP;3305;M;A.C 8.ME;AGIP;ZA;M;44°12'33,65'';12°42'32,09'';0;No;No
239;ANEMONE 005 DIR A;1988;S;NP;3697;M;A.C 8.ME;AGIP;ZA;M;44°12'33,65'';12°42'32,09'';2642;No;No
555;BARBARA 041 DIR;1988;S;GA;1320;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2753;No;No
556;BARBARA 042 DIR;1988;S;GA;1114;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2753;No;No
557;BARBARA 043 DIR;1988;S;GA;1306;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2761;No;No
559;BARBARA 044 DIR;1988;S;GA;1226;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2761;No;No
561;BARBARA 045 DIR;1988;S;GA;1308;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2772;No;No
563;BARBARA 046 DIR;1988;S;GA;1286;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2772;No;No
565;BARBARA 047 DIR;1988;S;GA;1145;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2773;No;No
567;BARBARA 048;1988;S;GA;1317;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2773;No;No
569;BARBARA 049 DIR;1988;S;GA;1172;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2774;No;No
570;BARBARA 050 DIR;1988;S;GA;1129;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2774;No;No
571;BARBARA 051 DIR;1988;S;GA;1070;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2783;No;No
572;BARBARA 052 DIR;1988;S;GA;1065;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2782;No;No
573;BARBARA 053 DIR;1988;S;GA;1317;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2782;No;No
574;BARBARA 054 DIR;1988;S;GA;1120;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2786;No;No
575;BARBARA 055 DIR;1988;S;GA;1326;M;A.C 7.AS;AGIP;ZA;M;44°05'09,12'';13°45'27,54'';2786;No;No
704;BASILE 001 DIR;1988;E;GA;1647;R;ARI;C.P.A.;CH;T;42°14'30,00'';01°48'56,00'' E;2613;No;No
714;BEATRICE 001;1988;E;NP;2200;R;B.R183.AG;AGIP;ZB;M;42°32'04,07'';14°22'44,29'';2770;Sì;Sì
891;BOTTONI 001;1988;E;GA;1508;M;TRESIGALLO;AGIP;FE;T;44°46'19,05'';00°32'00,00'' W;2634;Sì;No
931;BRONTE 012 DIR;1988;S;GA;1379;M;BRONTE - S.NICOLA;AGIP;CT;T;37°47'38,50'';02°22'39,00'' E;0;No;No
1082;CAMERI 001;1988;E;NP;1886;M;VILLAFORTUNA-TRECATE;AGIP;NO;T;45°29'30,90'';03°47'21,70'' W;2616;No;No
1312;CASSIANO 004;1988;E;NP;810;M;MONTIGNANO;COPAREX;AN;T;43°39'04,00'';00°46'45,00'' E;2515;No;No
1348;CASTELLANA 001;1988;E;IS;4203;R;MONTE SIRINO;PETREX;PZ;T;40°11'02,50'';03°27'27,50'' E;2630;Sì;Sì
1352;CASTELLARO 002;1988;E;NP;803;M;MONTIGNANO;COPAREX;AN;T;43°39'08,00'';00°48'33,00'' E;2527;No;No
1479;CAVIAGA 126;1988;F;GA;355;M;CAVIAGA;AGIP;MI;T;45°15'36,00'';02°51'46,00'' W;2588;No;No
1480;CAVIAGA 127;1988;F;GA;353;M;CAVIAGA;AGIP;MI;T;45°16'00,70'';02°52'33,00'' W;2588;No;No
1481;CAVIAGA 128;1988;F;GA;354;M;CAVIAGA;AGIP;MI;T;45°16'18,50'';02°52'38,00'' W;2588;No;No
1631;CERVIA MARE 027;1988;S;NP;3400;M;FASCIA CERVIA MARE;AGIP;ZA;M;44°18'01,34'';12°38'33,64'';2685;No;No
1632;CERVIA MARE 027 DIR A;1988;S;NP;3834;M;FASCIA CERVIA MARE;AGIP;ZA;M;44°18'01,34'';12°38'33,64'';2685;No;No
1670;CHIARA 001;1988;E;NP;1270;R;D.R 62.AG;AGIP;ZD;M;41°56'03,10'';15°16'01,59'';2667;Sì;Sì
1755;CINZIA 001;1988;E;NP;3105;R;A.R 61.AG;AGIP;ZA;M;44°15'53,19'';13°12'30,30'';2707;Sì;Sì
1808;CLARA OVEST 004 DIR;1988;S;GA;1760;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2693;No;No
1809;CLARA OVEST 005 DIR;1988;S;GA;1931;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2693;No;No
1812;CLARA OVEST 006 DIR;1988;S;GA;1729;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2696;No;No
1814;CLARA OVEST 008 DIR;1988;S;GA;2154;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2698;No;No
1815;CLARA OVEST 009 DIR;1988;S;GA;1862;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2698;No;No
1816;CLARA OVEST 010 DIR;1988;S;GA;2028;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2705;No;No
1817;CLARA OVEST 011 DIR;1988;S;GA;1881;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2700;No;No
1818;CLARA OVEST 011 DIR A;1988;S;GA;2052;M;B.C 14.AS;AGIP;ZB;M;43°49'40,94'';13°42'42,01'';2700;No;No
